         5864117 function calls (5727303 primitive calls) in 13.246 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 {built-in method convert}
       20    0.000    0.000    0.000    0.000 _internal.py:525(_view_is_safe)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
        1    0.000    0.000    0.000    0.000 persistent.py:49(Deque)
        4    0.000    0.000    0.000    0.000 locale.py:587(getlocale)
        1    0.000    0.000    0.000    0.000 blocks.py:181(Block)
        5    0.000    0.000    0.000    0.000 models.py:495(prepare_body)
        1    0.000    0.000    0.000    0.000 rust.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3352(genhyperbolic_gen)
        1    0.000    0.000    0.000    0.000 quadratic.py:182(Quadratic)
        2    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
        1    0.000    0.000    0.000    0.000 generator.py:20(WorkflowGenerator)
      124    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:681(add_parse_action)
        1    0.000    0.000    0.000    0.000 snapshot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polysys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 task.py:21(TaskType)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resources.py:118(Solvers)
        1    0.000    0.000    0.000    0.000 steinertree.py:1(<module>)
       11    0.000    0.000    0.000    0.000 util.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 qnode_spectrum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 evalf.py:1401(_create_evalf_table)
      323    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 current_flow_betweenness_subset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 label_propagation.py:1(<module>)
      328    0.000    0.000    0.000    0.000 core.py:4098(<genexpr>)
        5    0.000    0.000    0.000    0.000 response.py:140(flush)
        6    0.000    0.000    0.000    0.000 <attrs generated init referencing._core.Registry>:1(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
       18    0.000    0.000    0.000    0.000 cycler.py:52(_process_keys)
        1    0.000    0.000    0.000    0.000 serializer.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        5    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 _calamine.py:40(CalamineReader)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 math2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
        5    0.000    0.000    0.000    0.000 cd.py:286(merge_coherence_ratios)
        8    0.000    0.000    0.000    0.000 core_schema.py:1799(dict_schema)
      240    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 typing.py:953(__call__)
        1    0.000    0.000    0.000    0.000 katz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:480(GaussianRationalField)
      129    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:4036(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 __init__.py:298(Predicate)
        1    0.000    0.000    0.000    0.000 __init__.py:225(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2989(gamma_gen)
        1    0.000    0.000    0.000    0.000 ExifTags.py:343(Interop)
      331    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
       16    0.000    0.000    0.000    0.000 _docscrape.py:573(get_func)
        2    0.000    0.000    0.000    0.000 core.py:322(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 patches.py:714(Rectangle)
        3    0.000    0.000    0.000    0.000 _types.py:16(_typed_map_converter)
        1    0.000    0.000    0.000    0.000 windows_utils.py:1(<module>)
        4    0.000    0.000    0.000    0.000 subprocess.py:1080(_get_devnull)
        6    0.000    0.000    0.000    0.000 format.py:243(dtype_to_descr)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:134(<genexpr>)
      129    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ramsey.py:1(<module>)
        6    0.000    0.000    0.000    0.000 bessel.py:670(assume_integer_order)
        1    0.000    0.000    0.000    0.000 _mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3238(_initialize)
        1    0.000    0.000    0.000    0.000 serving.py:151(WSGIRequestHandler)
       34    0.000    0.000    0.000    0.000 _config.py:205(__init__)
        1    0.000    0.000    0.000    0.000 recognition.py:1(<module>)
       11    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
        4    0.000    0.000    0.000    0.000 core.py:3297(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 measurements.py:112(MeasurementProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:242(MinLen)
        5    0.000    0.000    0.000    0.000 chain_breaks.py:201(<listcomp>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        6    0.000    0.000    0.000    0.000 deprecation.py:509(suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 std.py:247(tqdm)
        7    0.000    0.000    0.000    0.000 __init__.py:509(cast)
        2    0.000    0.000    0.000    0.000 convert.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:456(InvertedLambertTransform)
      114    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       12    0.000    0.000    0.000    0.000 misc.py:295(func_name)
        2    0.000    0.000    0.000    0.000 unicode.py:231(Japanese)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
      129    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      129    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        5    0.000    0.000    0.000    0.000 models.py:394(prepare_method)
        1    0.000    0.000    0.000    0.000 hierarchical_sampler.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1471(find_distributions)
        1    0.000    0.000    0.000    0.000 objects.py:46(BaseIndexer)
        1    0.000    0.000    0.000    0.000 split_non_commuting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:1085(parse_block)
        2    0.000    0.000    0.000    0.000 typing.py:302(decorator)
        1    0.000    0.000    0.000    0.000 platform.py:572(_node)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1368(chi2_gen)
        1    0.000    0.000    0.000    0.000 transforms.py:1824(Affine2DBase)
        1    0.000    0.000    0.000    0.000 patches.py:1765(Annulus)
        1    0.000    0.000    0.000    0.000 geo.py:386(InvertedMollweideTransform)
      114    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 server.py:569(<dictcomp>)
        5    0.000    0.000    0.000    0.000 computation.py:779(<listcomp>)
       94    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 capacityscaling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locales.py:1306(BelarusianLocale)
     24/5    0.000    0.000    0.000    0.000 ast.py:84(_convert)
      129    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 _backend.py:48(set_global_backend)
        7    0.000    0.000    0.000    0.000 typing.py:1093(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1361(MouseButton)
        1    0.000    0.000    0.000    0.000 locales.py:1474(RussianLocale)
        1    0.000    0.000    0.000    0.000 locales.py:3181(SlovakLocale)
       15    0.000    0.000    0.000    0.000 sampleset.py:926(from_future)
        1    0.000    0.000    0.000    0.000 tracking.py:57(TrackingComposite)
        5    0.000    0.000    0.000    0.000 type_adapter.py:101(_type_has_config)
        9    0.000    0.000    0.000    0.000 core.py:4895(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 identification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
       83    0.000    0.000    0.000    0.000 _docscrape.py:426(_str_header)
        1    0.000    0.000    0.000    0.000 quiver.py:443(Quiver)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1710(_parse_hextet)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 std.py:1300(fp_write)
        2    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subscheck.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
      339    0.000    0.000    0.000    0.000 core.py:4099(<genexpr>)
        1    0.000    0.000    0.000    0.000 operation_recorder.py:1(<module>)
      256    0.000    0.000    0.000    0.000 libintmath.py:62(python_trailing)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:23(__init__)
        5    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        2    0.000    0.000    0.000    0.000 core.py:3757(And)
       98    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
       14    0.000    0.000    0.000    0.000 pathlib.py:865(parent)
       20    0.000    0.000    0.000    0.000 base64.py:34(_bytes_from_decode_data)
        1    0.000    0.000    0.000    0.000 broadcast_expand.py:1(<module>)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bessel.py:1151(airyai)
        1    0.000    0.000    0.000    0.000 transforms.py:831(InverseMellinTransform)
        1    0.000    0.000    0.000    0.000 _elffile.py:31(EMachine)
        1    0.000    0.000    0.000    0.000 scale.py:201(LogTransform)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _morphology.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:437(<listcomp>)
       72    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        6    0.000    0.000    0.000    0.000 libmpf.py:410(from_float)
        1    0.000    0.000    0.000    0.000 rszeta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bivariate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:178(Resampling)
        1    0.000    0.000    0.000    0.000 unwrap.py:1(<module>)
      233    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        1    0.000    0.000    0.000    0.000 gomory_hu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:585(__init__)
        1    0.000    0.000    0.000    0.000 pythonintegerring.py:1(<module>)
       17    0.000    0.000    0.000    0.000 __init__.py:520(_cmpkey)
        1    0.000    0.000    0.000    0.000 dummy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:583(LogitTransform)
        5    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 numbers.py:4482(_register_classes)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:133(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _binomtest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:272(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 sym.py:24(Sense)
      106    0.000    0.000    0.000    0.000 results.py:244(__bool__)
        1    0.000    0.000    0.000    0.000 mis.py:1(<module>)
      263    0.000    0.000    0.000    0.000 _add_newdocs.py:18(add_newdoc)
        3    0.000    0.000    0.000    0.000 _decorators.py:771(count_positional_params)
        1    0.000    0.000    0.000    0.000 enumerative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 socket.py:679(__init__)
      189    0.000    0.000    0.000    0.000 core.py:4087(<genexpr>)
        1    0.000    0.000    0.000    0.000 cycler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
      249    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 tree.py:1(<module>)
       10    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 lukes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pretty.py:30(PrettyPrinter)
       25    0.000    0.000    0.000    0.000 helpers.py:300(<genexpr>)
        1    0.000    0.000    0.000    0.000 validators.py:648(_NotValidator)
        1    0.000    0.000    0.000    0.000 specifiers.py:39(BaseSpecifier)
       35    0.000    0.000    0.000    0.000 utils.py:472(<genexpr>)
        1    0.000    0.000    0.000    0.000 mst.py:28(EdgePartition)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:69(ColumnNullType)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:4037(<genexpr>)
        8    0.000    0.000    0.000    0.000 _methods.py:55(_any)
        1    0.000    0.000    0.000    0.000 jscode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2187(BlendedGenericTransform)
        2    0.000    0.000    0.000    0.000 core.py:1623(__getitem__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 richclub.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inequalities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 locales.py:1786(MacedonianLocale)
       32    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:1(<module>)
        4    0.000    0.000    0.000    0.000 nanops.py:448(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 locales.py:4721(CroatianLocale)
        1    0.000    0.000    0.000    0.000 factortools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wfchef_abstract_recipe.py:29(BaseMethod)
      116    0.000    0.000    0.000    0.000 _generate_schema.py:2057(_validators_require_validate_default)
       46    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
       10    0.000    0.000    0.000    0.000 results.py:326(get)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 constants.py:63(ProblemType)
      121    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 hessian_transform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:260(EscapeFormatter)
        5    0.000    0.000    0.000    0.000 embedding.py:221(<listcomp>)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
        2    0.000    0.000    0.000    0.000 getlimits.py:307(_get_machar)
        4    0.000    0.000    0.000    0.000 missing.py:913(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 _odds_ratio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 non_randomness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asyn_fluid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:25(XlrdReader)
        5    0.000    0.000    0.000    0.000 computation.py:687(variables)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
       25    0.000    0.000    0.000    0.000 polyoptions.py:64(__init__)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _docscrape.py:509(_str_index)
        1    0.000    0.000    0.000    0.000 scale.py:348(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:464(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:40(__sympy_debug)
        1    0.000    0.000    0.000    0.000 defaults.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:105(WrappedCythonOp)
       11    0.000    0.000    0.000    0.000 message.py:120(__init__)
        5    0.000    0.000    0.000    0.000 request.py:189(body_to_chunks)
        1    0.000    0.000    0.000    0.000 pajek.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigenvector.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:323(norm_gen)
      105    0.000    0.000    0.000    0.000 _docstring.py:116(do_copy)
        1    0.000    0.000    0.000    0.000 image.py:231(_ImageBase)
        2    0.000    0.000    0.000    0.000 __init__.py:569(join_continuation)
        5    0.000    0.000    0.000    0.000 binary_quadratic_model.py:956(change_vartype)
        1    0.000    0.000    0.000    0.000 __init__.py:66(Sectioned)
       28    0.000    0.000    0.000    0.000 core.py:57(__setattr__)
        1    0.000    0.000    0.000    0.000 warnings.py:25(WarningAction)
        8    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 zeta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:324(f)
        1    0.000    0.000    0.000    0.000 _backend.py:325(set_global_backend)
        1    0.000    0.000    0.000    0.000 core.py:2037(drop_tag_index)
        9    0.000    0.000    0.000    0.000 typing.py:2470(__init__)
        1    0.000    0.000    0.000    0.000 multiline_adjlist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:491(<listcomp>)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        2    0.000    0.000    0.000    0.000 nanops.py:1082(_nanminmax)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2787(_Mode)
        1    0.000    0.000    0.000    0.000 locales.py:1708(UkrainianLocale)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        6    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 convert_matrix.py:1(<module>)
        5    0.000    0.000    0.000    0.000 numbers.py:2084(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
        4    0.000    0.000    0.000    0.000 inspect.py:3029(_hash_basis)
        8    0.000    0.000    0.000    0.000 platform.py:1095(python_implementation)
        1    0.000    0.000    0.000    0.000 facts.py:445(<setcomp>)
        1    0.000    0.000    0.000    0.000 constants.py:52(ProblemEncodingFormat)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
      147    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        5    0.000    0.000    0.000    0.000 solver.py:230(qpu)
        1    0.000    0.000    0.000    0.000 qpu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cuts.py:1(<module>)
       58    0.000    0.000    0.000    0.000 _internal.py:493(_getfield_is_safe)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        5    0.000    0.000    0.000    0.000 models.py:254(append)
        1    0.000    0.000    0.000    0.000 models.py:119(ProblemJob)
        7    0.000    0.000    0.000    0.000 decorator.py:162(depends_on_deco)
        1    0.000    0.000    0.000    0.000 locales.py:4557(LatvianLocale)
        5    0.000    0.000    0.000    0.000 utils.py:444(_interpreter)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        1    0.000    0.000    0.000    0.000 duplication.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:3612(NaN)
       32    0.000    0.000    0.000    0.000 sysconfig.py:197(_subst_vars)
        1    0.000    0.000    0.000    0.000 _fourier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:483(InvertedAsinhTransform)
        1    0.000    0.000    0.000    0.000 patches.py:1008(StepPatch)
       26    0.000    0.000    0.000    0.000 __init__.py:2402(_is_unpacked_egg)
       30    0.000    0.000    0.000    0.000 utils.py:1015(__getitem__)
        2    0.000    0.000    0.000    0.000 calculus.py:1(<module>)
      173    0.000    0.000    0.000    0.000 core.py:3858(<genexpr>)
        1    0.000    0.000    0.000    0.000 std.py:576(_get_free_pos)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 bethehessianmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:654(Shadow)
        5    0.000    0.000    0.000    0.000 models.py:335(__init__)
       34    0.000    0.000    0.000    0.000 _generate_schema.py:2226(__init__)
        1    0.000    0.000    0.000    0.000 operations.py:19(AssocOp)
        1    0.000    0.000    0.000    0.000 ExifTags.py:351(IFD)
        2    0.000    0.000    0.000    0.000 __init__.py:564(<genexpr>)
        1    0.000    0.000    0.000    0.000 spsa.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:464(AsinhTransform)
       73    0.000    0.000    0.000    0.000 {built-in method unicodedata.category}
        1    0.000    0.000    0.000    0.000 http.py:124(COEP)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
       29    0.000    0.000    0.000    0.000 rational.py:7(create_reduced)
        2    0.000    0.000    0.000    0.000 dispatcher.py:46(ambiguity_register_error_ignore_dup)
      105    0.000    0.000    0.000    0.000 _docstring.py:114(copy)
        1    0.000    0.000    0.000    0.000 Image.py:169(Transform)
        5    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
       98    0.000    0.000    0.000    0.000 constant.py:336(<lambda>)
        1    0.000    0.000    0.000    0.000 registry.py:4(BackendFilter)
        1    0.000    0.000    0.000    0.000 swap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orthopolys.py:1(<module>)
       25    0.000    0.000    0.000    0.000 utils.py:63(is_latin)
        1    0.000    0.000    0.000    0.000 tracker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 default_sampler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 server.py:637(<dictcomp>)
      4/2    0.000    0.000    0.000    0.000 functools.py:725(<listcomp>)
        1    0.000    0.000    0.000    0.000 pde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:381(InvertedSymmetricalLogTransform)
        5    0.000    0.000    0.000    0.000 utils.py:283(iana_name)
        2    0.000    0.000    0.000    0.000 core.py:112(__diag__)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1628(asech)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 single.py:213(SingleODESolver)
       18    0.000    0.000    0.000    0.000 base.py:478(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 objects.py:149(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 core.py:336(LazyArray)
        1    0.000    0.000    0.000    0.000 csp.py:19(ContentSecurityPolicy)
        1    0.000    0.000    0.000    0.000 dominance.py:1(<module>)
       47    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 locales.py:6163(AmharicLocale)
       92    0.000    0.000    0.000    0.000 {built-in method math.log}
       15    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
       10    0.000    0.000    0.000    0.000 quality.py:346(<genexpr>)
        1    0.000    0.000    0.000    0.000 codeop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hessian_transform.py:103(__init__)
        9    0.000    0.000    0.000    0.000 core_schema.py:467(any_schema)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 __init__.py:48(create_string_buffer)
        1    0.000    0.000    0.000    0.000 arrayop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 format.py:71(_SampleTable)
        1    0.000    0.000    0.000    0.000 cover.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        9    0.000    0.000    0.000    0.000 subprocess.py:1332(_make_inheritable)
       41    0.000    0.000    0.000    0.000 decorators.py:72(call_highest_priority)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        5    0.000    0.000    0.000    0.000 utils.py:513(_parse_content_type_header)
       20    0.000    0.000    0.000    0.000 sessions.py:807(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:417(Cache)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:498(close)
        1    0.000    0.000    0.000    0.000 _make.py:52(_Nothing)
      100    0.000    0.000    0.000    0.000 _make.py:1846(<genexpr>)
        1    0.000    0.000    0.000    0.000 current_flow_closeness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 d_separation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 instance_analyzer.py:27(InstanceElement)
       10    0.000    0.000    0.000    0.000 quadratic.py:220(items)
       29    0.000    0.000    0.000    0.000 _schema_generation_shared.py:102(resolve_ref_schema)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rotation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 wires.py:95(__init__)
        1    0.000    0.000    0.000    0.000 elimination_ordering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process_lock.py:209(InterProcessReaderWriterLock)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2620(atan)
        5    0.000    0.000    0.000    0.000 models.py:755(ok)
       10    0.000    0.000    0.000    0.000 main.py:882(_check_frozen)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1226(_find_parent_path_names)
      142    0.000    0.000    0.000    0.000 dataclasses.py:1202(<genexpr>)
        1    0.000    0.000    0.000    0.000 matrices.py:587(MatrixDeprecated)
        1    0.000    0.000    0.000    0.000 immutable.py:30(ImmutableRepMatrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2017(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 layers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
       10    0.000    0.000    0.000    0.000 base.py:461(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:502(TLRUCache)
       53    0.000    0.000    0.000    0.000 parse.py:418(_checknetloc)
        1    0.000    0.000    0.000    0.000 closeness.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _decorators.py:172(_deprecate_kwarg)
        3    0.000    0.000    0.000    0.000 gradient_transform.py:246(__init__)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
